1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1931,4281,6232,8096,12056,13691,17786,19540,23475,25041,29271,31157,33745,35554,37519,39294,43252,44913,47921,49316,53039,54666,58695,60428
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1565,3052,4989,6770,11214,13041,17561,19224,23395,25045,29598,31036,34044,35613,37689,39625,43805,45577,49214,50579,54124,55691,59188,60809
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1067,2543,4310,5826,9437,11001,14674,16317,19722,21490,24640,26169,28747,30500,32339,33943,37500,39157,42945,44437,47835,49455,52918,54600
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
2965,4430,6119,7597,12084,13504,17813,19353,23835,25544,29517,31190,33650,35262,37178,38864,42449,44130,48410,49982,53697,55388,58892,60519
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
2947,4649,6358,8183,12065,13598,17253,18698,22581,24181,27575,29237,31685,33039,34910,36645,40130,41666,45027,46678,50251,52036,55404,56857
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1323,3286,5159,6745,10612,12319,15556,17715,20998,23113,26142,28273,31173,33171,34964,36799,40302,42294,45239,47346,50414,52612,57444,58993
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
880,2568,4088,5776,8916,10675,13210,15046,17521,19350,23617,25373,31766,33595,35125,36924,40118,41880,44585,46379,49040,50843,53205,54633
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1130,2974,5164,6864,11837,13325,17105,18886,22717,24622,28343,29951,32903,34448,36794,38488,41953,43770,47142,49101,52279,54136,59037,60952
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
871,2626,4603,6480,9605,11344,14410,16271,19146,21267,24267,26225,29250,30956,32766,34769,37691,39391,42386,44425,47270,49296,51837,53727
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1861,3507,5342,7212,11988,13950,17560,19110,23445,25346,28915,30637,33489,35444,38206,40121,43748,45331,49080,50950,54441,56006,59114,60819
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
789,2316,4721,6183,10372,11918,15018,16618,19879,21546,24735,26257,28810,30354,32409,33979,37430,38914,42565,43910,47085,48489,51646,53088
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
0,4280,5721,7105,11436,13076,16632,17971,20714,22137,28231,29896,32428,33832,35096,36569,39720,41267,44558,45996,49092,50669,53398,54941
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
3164,4787,6149,7654,10448,12015,14810,16125,19097,20406,23477,24925,27869,29281,30645,32338,35078,36744,39373,41510,43647,45362,47418,48979
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1896,3566,4987,6583,9798,11327,14587,16424,20592,22202,27218,28796,31430,33640,35665,37433,40467,42302,45301,47106,50151,51984,54285,55827
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
2041,3637,5157,6847,9934,11546,14399,16340,18564,20532,22608,24666,26990,28681,30325,31957,34739,36417,38991,40717,43669,45663,47545,49285
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
773,2151,3763,5058,8650,9847,13002,14340,17384,18768,21431,22897,25411,26519,31060,32147,35429,36815,39606,41144,44298,45612,48193,49675
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
653,2138,3861,5374,8473,10043,12659,14093,17128,18389,20832,22362,24578,25839,27926,29659,32826,34161,37112,38535,41428,42714,44929,46369
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
2068,3701,5321,6782,10166,12262,15719,17350,20418,21868,24955,26831,29245,30658,32231,33888,37090,38978,41761,43602,46587,48460,51218,52958
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
982,2645,4453,6092,9125,10833,13852,15663,18523,20519,23109,25022,28176,29784,31625,33328,36090,37893,40399,42175,44936,46878,49438,51211
1,0,2,0,3,0,4,0,5,0,6,0,7,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0
2135,4313,6286,8129,13365,15285,19589,21371,25954,27724,31774,33651,37248,38864,40864,42883,44937,46951,50968,53034,56923,58584,62428,64064,68184,70006,73880,75693
1,0,2,0,3,0,4,0,5,0,6,0,7,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0
1069,2918,4701,6385,10141,11733,15613,17360,21075,22612,26455,28227,31650,33314,34934,36935,38819,40557,44723,46625,50307,52178,55833,57590,61235,62987,66751,68249
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
0,2197,3683,5245,7808,9497,11903,13544,16140,17875,20559,22034,24256,25844,27290,28928,31265,32760,34994,36424,38760,40175,42581,44032
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1030,2642,4284,5731,8368,9874,12461,14068,16629,18056,20489,21868,24426,25953,27596,28924,31617,33124,35609,37111,39759,41210,43460,45232
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
810,2499,4493,6506,10399,12448,16655,18485,22122,24450,28012,29870,33018,34658,36613,38711,42088,43947,47740,49362,52894,54565,60274,61842
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
625,2102,3787,5807,8991,11266,15294,17979,20788,23433,26249,28409,32366,34210,35938,37892,40845,42933,46761,49010,51832,53792,56821,59021
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
874,2566,4130,5493,9089,10616,13704,15284,20685,22248,27374,28877,31790,33607,35686,37295,40374,41881,44884,46587,51972,53614,56689,58226
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1226,3029,4479,6125,9714,11356,14812,16463,19682,21219,24231,26035,28459,30229,32027,33725,36633,38084,41298,42891,46033,47516,50579,52265
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1981,3870,5752,7437,12874,14766,18207,20115,23727,25386,28878,31160,34083,36276,38218,40432,43571,45343,48441,50183,53083,54970,57898,59615
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1453,3289,5109,6879,9823,11576,14493,16615,19280,21361,23466,25522,28177,29812,31290,33079,36276,38133,40561,42521,44792,46875,48854,50581
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1838,3487,5456,6877,10701,12149,15351,16871,19895,21520,24477,26152,28679,30101,31598,33172,35950,37385,40092,41623,44199,45800,48213,49450
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
852,2715,4845,6536,9534,11328,13857,15772,18417,20318,22585,24431,26459,28228,29716,31277,33967,35712,38174,39861,42609,44379,46715,48153
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
742,2224,3806,5332,8937,10476,13727,15414,18839,20191,23578,25028,27713,29524,31460,33172,36422,37963,40893,42375,45474,46939,49816,51227
1,0,2,0,3,0,4,0,5,0,6,0,1,0,2,0,3,0,4,0,5,0,6,0
1538,3032,4790,6351,9271,10878,13645,15054,17908,19450,22333,23892,26382,27986,29796,31090,34161,35552,38544,39892,42898,44282,47104,48669
